user_posted,hashtags,,length,num_comments,date_posted,likes,views,video_play_count
watawanita,,,37.433,0,2025-02-05T12:10:23.000Z,107,784,3707
og.le.an,,,34.2,0,2025-05-12T17:10:22.000Z,7,1,88
thatbasicglam,"[""#bioderma"",""#sunscreen"",""#biodermaindia"",""#texturethursday"",""#ugccreator"",""#ugccommunity"",""#ugcinspo"",""#ugcindia"",""#ugcreels"",""#contentcreatortips"",""#skincare"",""#sunscreeneveryday"",""#biodermasunscreen""]",,32.533,13,2025-03-10T09:44:56.000Z,3,190,748
karishmaarora007,"[""#reelsinstagram"",""#fashion"",""#competition"",""#champion"",""#nevergiveup"",""#explore"",""#famous"",""#influencer"",""#bodybuilding"",""#reels"",""#blogger"",""#delhi"",""#party""]",,9.808,23,2024-10-26T06:25:13.000Z,3,4019,28459
axapermanenthairext,,,19.588,32,2025-03-22T14:50:48.000Z,3,15433,46600
isiruma,,,19.766,1,2025-04-30T01:46:44.000Z,-1,1008,3038
devisamartha,,,15,8,2025-05-08T04:17:05.000Z,-1,780,16826
motosikletlicift,"[""#hondamotorcycle"",""#hondamotosiklet"",""#hondanx500"",""#nx500"",""#sürmeklazım"",""#motosikletgezisi""]",,43.733,15,2025-04-14T10:46:28.000Z,2085,252275,3222463
bujoe_system,"[""#bs"",""#bujoesystem"",""#unleashthepowerwithin"",""#coachinglife"",""#cyclinglife"",""#enjoylife"",""#keepsmiling"",""#grbcc""]",,65.133,11,2024-07-06T08:00:13.000Z,154,1036,2985
haiibella__,"[""#allahumabarik"",""#lebaran2025""]",,6.033,4,2025-03-28T14:08:18.000Z,3,136,542
bidakwah.salmanitb,"[""#KesehatanMental"",""#KetenanganJiwa"",""#TetapBeriman"",""#PodcastIslam"",""#MuslimMillennial"",""#tanyaustad"",""#pemudahijrah"",""#dakwah"",""#tanyaustadz"",""#guru""]",,30.039,0,2024-10-25T08:55:35.000Z,14,315,1270
vdelyn,,,36.533,4,2024-10-05T10:34:22.000Z,54,605,1929
hawkersco,,,25.666,6,2025-01-26T19:05:00.000Z,3,12941,45980
abpmajhatv,"[""#PankajaMunde"",""#bjp"",""#ABPMajha""]",,41.48,31,2024-07-02T10:37:26.000Z,2849,27805,74215
goodymy_official,"[""#goodymy"",""#GoodyDN21"",""#fyp"",""#viral"",""#tiktok"",""#malaysia"",""#straydog"",""#rescue"",""#animalrescue"",""#kindness"",""#respect""]",,52.633,45,2025-01-01T12:36:38.000Z,694,4605,11394
tientogym,,,12.8,0,2025-04-19T07:49:28.000Z,25,214,1028
dollylocks,"[""#dreads"",""#dreadlocks"",""#dreadlife"",""#dreadgirl"",""#dreadhead"",""#yesiwashmyhair"",""#dollylocks"",""#dreadlockstyles"",""#dreadlockjourney"",""#locs"",""#locks"",""#loclove"",""#locjourney"",""#dreadlockartist""]",,36,2,2024-09-06T16:14:13.000Z,25,264,1027
eastsidemediatv,"[""#CIFSS"",""#MonroviaWildcats"",""#SGVFootball"",""#EastSideMedia""]",,75.2,6,2024-08-24T05:22:35.000Z,309,3021,13452
thanthitv,"[""#CurrentNews"",""#TrumpReciprocalTariffs"",""#PMModiTrumpMeet""]",,59.833,1,2025-04-03T15:07:09.000Z,293,3888,12593
radioplfmoficial,,,4,4,2025-04-02T15:19:38.000Z,97,1104,4110
ecolifeapp,"[""#ภารกิจพี่หมีกู้โลก"",""#ECOLIFE"",""#ECOLIFEapp"",""#REactForChange"",""#ลดพลาสติก""]",,18.933,2,2024-12-04T04:01:00.000Z,61,1052,3119
alice346_,"[""#gu"",""#reviral"",""#reviraloutfit"",""#アームウォーマー"",""#アームウォーマーコーデ"",""#マフラーコーデ"",""#冬コーデ"",""#ニットコーデ"",""#y2kファッション""]",,15.066,0,2025-01-17T12:37:38.000Z,42,522,3159
oboticarioesperancapb,"[""#MinhaBBOX"",""#DesafioConteudoBoti"",""#OBoticario""]",,56.9,0,2025-07-30T15:29:37.000Z,5,46,312
only_punjabi_couples,"[""#repost"",""#only_punjabi_couples"",""#punjabimarried"",""#sikhmarriage"",""#punjabi"",""#punjabisuit"",""#punjabiwedding"",""#punjabiweddingcouple"",""#indianwedding"",""#ludhiana"",""#married"",""#asimriaz"",""#marriedpunjabi"",""#photography"",""#punjabijutti"",""#sehnaazgill"",""#babbumaan"",""#Punjabisuit"",""#tiktok"",""#mohali"",""#amritsar"",""#Chandigarh"",""#choodaloverz"",""#canada"",""#punjabi"",""#punjabisuit"",""#punjabiwedding"",""#indianwedding"",""#married"",""#sidhumoosewala"",""#marriedpunjabi"",""#marriage"",""#punjabijutti"",""#punjabijodiyan"",""#punjabimarriedcouple"",""#sardar"",""#sardarni""]",,24.033,0,2024-05-22T09:12:11.000Z,136,1198,3001
q8bentalsultan,,,25.066,2,2025-05-09T07:25:37.000Z,16,7,3761
meo.collection,,,44.333,0,2025-04-16T09:44:07.000Z,24,330,1053
secondchancesbykrush,"[""#secondchancesbykrush"",""#obisauraqueens"",""#obisaura"",""#abuja"",""#abujababes"",""#abujawomen"",""#abujawomeninbusiness"",""#abujawomenentrepreneurs"",""#abujawomenfashion"",""#abujamua"",""#abujahairseller"",""#abujahotties"",""#abujahouses"",""#abujahikers"",""#abujaswimming"",""#abujathriftstore"",""#abujathriftstore"",""#abujathriftbusiness""]",,29.5,0,2025-02-27T19:15:59.000Z,0,106,488
abraidedblonde,"[""#valentinesday"",""#galentinesday"",""#galentinesparty"",""#valentinesdayparty"",""#valentinesdaytreats"",""#galentinesdayparty""]",,11.1,42,2024-12-29T01:17:50.000Z,174,3934,26196
misspeytonsmith,,,24.966,11,2024-12-08T08:55:30.000Z,459,30351,62273
ggung_y,"[""#협찬"",""#광고"",""#헤드스파7"",""#headspa7"",""#헤어크림"",""#올리브영추천템"",""#채우리"",""#헤어크림추천"",""#헤드스파7헤어크림"",""#헤어크림에센스"",""#올리브영헤어에센스"",""#올영헤어크림"",""#올영추천"",""#올영헤어크림추천"",""#손상모에센스"",""#헤드스파크림"",""#올영추천템"",""#헤어에센스"",""#헤어에센스추천""]",,31.2,0,2025-05-17T16:55:02.000Z,3,9,10570
meriana_88,"[""#𝐬𝐨𝐜𝐢𝐚𝐥𝐢𝐭𝐚𝐬𝐮𝐩𝐩𝐨𝐫𝐭""]",,19.266,99,2024-12-03T11:49:15.000Z,300,5912,13903
blueberryforcosmetics,,,8,0,2025-05-09T14:30:05.000Z,1,20,334
cuzstrickland,,,36.033,2,2024-12-18T12:05:00.000Z,91,329,1590
9_gidong,"[""#구기동""]",,15.7,1,2024-07-12T06:20:29.000Z,51,5050,9749
millindgaba,,,23.28,1161,2025-02-01T06:30:00.000Z,270918,1694154,4163505
cirebon.banget,"[""#cirebonbanget"",""#cirebon"",""#indramayu"",""#moregan"",""#guyonan""]",,42.833,1732,2024-09-24T12:42:23.000Z,51954,832459,1684736
sarahsyazlina,"[""#sarahsyazlina"",""#newrelease"",""#music"",""#thewondafactory""]",,39.08,2,2024-07-07T05:33:00.000Z,-1,2327,6792
conniep_rightwing,"[""#cabalpresidente2026""]",,25.133,0,2024-05-28T23:30:31.000Z,4,25,
ibupedia_id,"[""#SuperParents"",""#IbupediaxEFKidsTeens""]",,89.566,12,2025-03-27T13:04:21.000Z,174,25145,74366
sr.chimo,,,117.033,0,2025-05-04T19:12:44.000Z,16,354,1551
joeljavierrr,,,152.566,17,2024-10-04T07:59:36.000Z,8424,11858,298508
ndtvindia,"[""#AsaduddinOwaisi"",""#BabaSiddique""]",,109.033,130,2024-10-13T14:44:09.000Z,9761,63982,119356
mauvestory,"[""#wedding"",""#bridal"",""#bridalmakeup"",""#bridallehenga"",""#lehnga"",""#weddingdress"",""#gown"",""#makeupartist"",""#weddingdecor"",""#weddingphotography""]",,11.566,12,2024-10-08T16:30:30.000Z,1090,20959,100961
kristsingtobr,"[""#สมุนจ้าวป่า"",""#SingtoPrachaya""]",,11.133,0,2025-01-14T00:10:53.000Z,13,33,90
hajuwaboutique,"[""#hajuwa"",""#hajuwaraya2025"",""#hajuwabajukurung"",""#hajuwaset"",""#marianaloosekurung"",""#mariaembroideredset"",""#idayumodenkurung"",""#bajuraya2025"",""#bajurayamalaysia"",""#bajurayamurahmalaysia"",""#bajukurungmoden""]",,56.233,18,2025-03-13T04:34:49.000Z,3,223,1135
wfsbnews,"[""#Clinton,"",""#ocean"",""#oceanlife"",""#dolphins"",""#nature"",""#water"",""#fyp""]",,76.333,49,2024-09-16T20:28:35.000Z,2916,30686,57186
aradhya.555,"[""#trending"",""#reels"",""#reelitfeelit"",""#reelsinstagram"",""#reelsvideo"",""#explore"",""#viral"",""#aradhyans""]",,6.5,688,2024-07-31T10:31:40.000Z,67445,749953,2056204
believe_in_a_little_magic,"[""#Kannada"",""#Tamil"",""#Hyderabad"",""#kannadareels❤️"",""#kannadasong"",""#tamilsongs"",""#shilparamam""]",,14.135,1,2025-03-18T04:46:26.000Z,49,1184,3578
kylerstevenfisher,"[""#giddydown""]",,55.366,1,2025-05-06T13:48:58.000Z,234,150,7591
allisonelizabethbrown,"[""#MultipleBrandDesigner"",""#SustainableFashion"",""#JE"",""#JeanExtremeInternational👖"",""#JeanExtremePrivé"",""#SomeThingsAreExtremelyNecessary"",""#DenimCouture"",""#DesignerDenim"",""#AllisonElizabethBrownCollection"",""#AllisonElizabethBrownFURS"",""#AllisonBrownNY"",""#RealClothesForRealWomen"",""#Fashion"",""#ITGirl"",""#Style"",""#Substance"",""#LuxuryApparel"",""#AffordableLuxury"",""#LuxLeisure"",""#LuxuryDenim"",""#DenimOnDenim"",""#ConsciousFashion"",""#MadeInTheUS""]",,60.2,11,2025-05-22T12:24:09.000Z,45,91,695
satamzz,,,42.666,0,2024-09-18T03:22:22.000Z,-1,516,1697
haryananewsofficial,"[""#AmandeepKaur"",""#drugsmuggling"",""#AmandeepKaurheroincase"",""#AmandeepKaurreels"",""#arrested"",""#heroin"",""#Punjabpolicewoman"",""#instagramid"",""#constablebathinda"",""#amandeepkaurconstable"",""#ViralReel"",""#shortsviral"",""#youtubeshorts"",""#Youtubeshortsviral"",""#youtubeshortsindia"",""#trendingreelsvideo"",""#trendingreels"",""#trendingpost"",""#trendingnow""]",,20.2,0,2025-04-04T14:52:16.000Z,108,3532,8148
pastaconzazoni,,,29.262,0,2025-04-03T16:51:29.000Z,30,227,841
parveensidhu_,"[""#ootd"",""#ootn"",""#ootdfashion"",""#ootdshare"",""#ootdstyle"",""#ootnmagazine"",""#outfitoftheday"",""#outfitinspiration"",""#outfitideas"",""#dress"",""#dressup"",""#cardigan"",""#outfitinspo"",""#fashionstyle"",""#fashionable"",""#fashionblogger"",""#fashionnova"",""#blackonblack"",""#styletips"",""#okiebye""]",,8.6,4,2025-03-01T10:27:21.000Z,-1,1189,5340
idah.jubaedah,,,6.933,9,2025-05-09T05:02:11.000Z,99,9,4749
podequestre,,,70.37,18,2025-03-28T14:47:01.000Z,1511,13265,30722
bbcsport,"[""#bbcfootball"",""#adhdawareness""]",,66.92,29,2024-08-28T16:04:59.000Z,4084,79488,196608
impressionstudio.pk,"[""#WeddingPhotos"",""#ForeverMemories"",""#BrideAndGroom"",""#LoveStory"",""#HappilyEverAfter"",""#WeddingInspiration"",""#WeddingPhotographer"",""#impressionstudio""]",,8.066,2,2024-09-12T13:05:00.000Z,67,2830,6919
beat910,,,2090.073,0,2025-03-23T23:38:48.000Z,100,934,4415
madeby_nanda_,,,11.2,0,2024-12-25T01:17:36.000Z,23,323,1421
vaxjolakers,,,23.9,36,2025-04-15T18:29:42.000Z,1849,8517,26610
albeertoramos,,,6.7,2,2025-04-11T20:14:17.000Z,-1,1611,5910
saishabhasinkhan_21,"[""#reelkarofeelkaro"",""#reelitfeelit"",""#reelit"",""#reelsinstagram"",""#reels"",""#trendingreels"",""#exploremore"",""#explorepage"",""#feature"",""#foryou""]",,14.801,6,2024-07-15T07:27:45.000Z,3073,736,16365
familia_falaae,"[""#supermercado"",""#oferta"",""#trabalho"",""#duvida"",""#deboche"",""#memes"",""#viral"",""#foryou""]",,7.666,19,2025-04-24T18:00:06.000Z,-1,2319,10392
saarf.london,"[""#80s"",""#art"",""#streetart"",""#graffiti"",""#underground"",""#movement"",""#smile"",""#justride"",""#saarf"",""#london""]",,42.133,4,2024-11-16T02:43:04.000Z,325,2622,5293
jeffersonnoriler,,,87.933,79,2025-04-08T20:32:10.000Z,1003,16992,38793
jean__adrienne,"[""#ghiblipark"",""#studioghibli"",""#ジブリ"",""#totoro"",""#hayaomiyazaki""]",,38.19,1,2023-11-28T09:33:22.000Z,67,1119,3526
jogja24jam,,,17.066,58,2024-08-14T08:09:16.000Z,1757,60007,212463
arynewstv,"[""#ARYNews""]",,80.4,0,2025-04-27T11:04:17.000Z,395,18531,41886
iam_amitsobti,"[""#birthday""]",,10.266,234,2024-07-26T16:49:24.000Z,2175,43426,88869
felina.tatielle,"[""#tropadafelina🐆"",""#felinatatielleinstagram"",""#clãfelinatatielle"",""#carlinhosmaia""]",,11.443,5,2025-04-10T14:44:30.000Z,24,163,385
pinar_bijuteri_toptan,,,28.118,0,2025-05-13T13:47:21.000Z,6,25,786
hgtv,"[""#FixMyFrankenhouse""]",,59.926,5,2025-04-30T20:17:05.000Z,389,14568,52586
guri_inayat_0274,,,18.266,1,2024-07-20T19:10:53.000Z,49,404,1816
ravena_venaa,"[""#dress""]",,9.9,0,2025-03-01T07:34:16.000Z,20,433,1695
nikaah_shadi,"[""#weddingdupatta"",""#chunri"",""#odhni"",""#nikah"",""#baarat"",""#weddingdress"",""#nikkahmubarak"",""#nikahdupatta"",""#nikaahpen"",""#weddingdupatta"",""#chunri"",""#odhni"",""#nikah"",""#baarat"",""#weddingdress"",""#nikkahmubarak"",""#nikahdupatta"",""#nikaahpen"",""#quboolhaiembroidery"",""#babakirani""]",,17.233,0,2025-01-24T14:24:20.000Z,3,405,1857
libertadoresbr,"[""#GloriaEterna""]",,7.006,8,2025-03-10T21:00:55.000Z,745,6012,30431
fitriliza,"[""#houseofLiza"",""#dreamweddingbyliza"",""#riasapaajabisa""]",,13.4,0,2025-02-08T23:51:30.000Z,39,1080,3109
swathy_sugakumaran,"[""#uspizzamalaysia"",""#uspizzadancechallenge""]",,28.7,0,2025-07-27T17:07:00.000Z,373,2941,9195
nat_dee__,"[""#unboxing"",""#unboxingasmr"",""#unboxingvideo"",""#unboxwithme"",""#spp"",""#stephpaseplanners"",""#stephpase"",""#dailyplanner"",""#planner"",""#diary"",""#midyearplanner"",""#digitalplanner"",""#digitalplanning"",""#ipadplanning"",""#ipadplanner"",""#digitalnotetaking"",""#goodnotes"",""#goodnotesplanner"",""#plannerspread"",""#weeklyspread"",""#dailyspread"",""#digitalstickers"",""#planwithme"",""#plannerpeace"",""#ipadaesthetic"",""#studymotivation"",""#studynotes"",""#productivity""]",,39.9,3,2024-11-05T07:37:28.000Z,55,3537,13778
morgparks,,,74.833,6,2025-05-16T12:08:21.000Z,80,1,6741
curvyshine_,"[""#curvyshineindia"",""#curvyshinemagazine"",""#curvywoman"",""#curvyfashionindia"",""#curvymodels"",""#curvyfashionshow"",""#curvyphotoshoot"",""#curvybeauty"",""#plussizeindia"",""#plusmodels"",""#plusizefashion"",""#plusizefashionshow"",""#plussizebeauty"",""#bollywoodmovies""]",,59.7,16,2025-01-25T08:21:56.000Z,142,901,3202
wenzdaithegoat,,,8.1,56,2025-04-29T21:35:40.000Z,2201,5177,26480
irmanrayadi_,,,28.866,20,2024-12-08T20:44:27.000Z,569,17652,37949
naku_bhutulu_urike_ravuu,,,15.12,0,2025-01-11T07:14:35.000Z,3,1126,7714
scoop_n_slice,"[""#FestiveFeast"",""#NavratriVrat"",""#tastyfood"",""#whati8today"",""#foodieforlife"",""#mumbaifood"",""#foodofmumbai"",""#breakfastrecipes"",""#jaimatadi"",""#fasting"",""#lunchideas"",""#dinnerideas"",""#navratrithali"",""#navratri2025"",""#ipl2025"",""#delhifoodies"",""#delhifood"",""#scoopandslice"",""#reels"",""#explorepage✨"",""#featured"",""#fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp""]",,7.8,65,2025-04-03T13:11:30.000Z,3,4233,21266
mbjsport.ir,"[""#mrolympia"",""#bodybuilding"",""#kevinlevrone"",""#بدنسازی"",""#مسترالمپیا"",""#مسابقه"",""#اسطوره""]",,60.233,21,2025-04-03T17:38:20.000Z,1636,7655,24172
nh_creative_home,,,10.833,0,2025-04-20T13:46:05.000Z,38,240,1433
anna_thenurse,"[""#girlstuff"",""#womenshealth"",""#women"",""#iykyk"",""#selfcare""]",,5.966,219,2024-05-28T14:00:00.000Z,57446,1488923,3644235
mrsmumshine,"[""#momlife"",""#defaultparent""]",,73.5,43,2024-11-11T13:10:45.000Z,270,3562,8916
arapcamutercim,,,83.5,959,2025-03-30T18:53:38.000Z,14038,98584,448608
alina_zolotaya__,,,33,8,2025-04-02T08:20:01.000Z,87,833,2445
